Pathways,Reactions,Reaction Names,Formula,grRules,
Transport reactions,MAR05605,,MAM01371c + MAM02815c  -> MAM01285c + MAM02039c + MAM02816c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05606,,MAM02040c + MAM02816c  -> MAM02751c + MAM02815c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05607,,MAM01334r + MAM01364r + MAM02759r  <=> MAM01362r + MAM01371r + MAM01597r ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05608,,MAM00103c + 5 MAM02039c + MAM02444c + 4 MAM02555c + MAM02630c  -> MAM00121c + MAM01596c + MAM01597c + 3 MAM02040c + 4 MAM02554c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05609,,MAM01371c + MAM02040c + MAM02684m  -> MAM01285c + MAM02039c + MAM02684c + MAM02751c ,ENSG00000103064 or ENSG00000105281 or ENSG00000115902,
Transport reactions,MAR05610,,MAM02685m + 3 MAM02877m  -> 3 MAM02039m + 3 MAM02871m + MAM02684m ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05611,,MAM01045e  -> MAM01045c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05613,,MAM02040c + MAM02677c  -> MAM01597c + MAM02039c + MAM02675c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05614,,MAM02039c + MAM02475c + MAM02553c  -> MAM01715c + MAM02552c ,ENSG00000103064 or ENSG00000105281 or ENSG00000115902,
Transport reactions,MAR05615,,MAM00111c + MAM01371c + MAM01597c  <=> MAM00110c + MAM01334c + MAM02759c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05616,,MAM00552c + MAM02040c  -> MAM02750c + MAM02751c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05617,,MAM01910e + MAM01972e  -> MAM02040e + MAM02328e ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05619,,MAM02328e  -> ,ENSG00000103064 or ENSG00000105281,
Transport reactions,MAR05620,,MAM00134c + MAM02040c  -> MAM00135c + MAM01597c + MAM02039c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05621,,MAM01261m + MAM01371m + MAM02046m  -> MAM01285m + MAM02039m + MAM02444m + MAM02751m ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05622,,MAM00157c + MAM01410e  -> MAM00157e + MAM01410c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05623,,MAM01597c + MAM01774c  <=> MAM01697c + MAM02348c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05625,,MAM01371c  -> MAM01419c + MAM02759c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05626,,MAM01442e + MAM02519e + MAM02770e  -> MAM01442c + MAM02519c + MAM02770c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05628,,MAM02480m  -> MAM00166m ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05630,,MAM00166m  -> MAM02944m ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05631,,MAM00507c + MAM01371c  -> MAM01285c + MAM02039c + MAM10006c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05632,,MAM00007c + MAM01334c + MAM02759c  <=> MAM01371c + MAM01584c + MAM01597c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05633,,MAM00955c + MAM02554c  -> MAM01067c + MAM01596c + MAM02039c + MAM02555c ,ENSG00000103064 or ENSG00000105281 or ENSG00000115902,
Transport reactions,MAR05635,,MAM00941c + MAM02039c + MAM02555c  -> MAM00367c + MAM02554c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05636,,MAM00367c + MAM02039c + MAM02555c + MAM02630c  -> MAM00961c + MAM02040c + MAM02554c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05637,,MAM01067c + MAM02039c + MAM02555c  -> MAM02554c + MAM03158c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05638,,MAM00809c + 3 MAM02039c + MAM02554c  <=> MAM00968c + MAM02555c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05639,,MAM00939c + MAM02039c + MAM02555c + MAM02630c  -> MAM00937c + 2 MAM02040c + MAM02554c ,ENSG00000103064 or ENSG00000105281 or ENSG00000115902,
Transport reactions,MAR05640,,MAM00937c + MAM02555c + MAM02630c  -> MAM00941c + MAM01833c + MAM02040c + MAM02554c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05641,,MAM02039c + MAM02336c + MAM02555c + MAM02630c  -> MAM00939c + MAM02040c + MAM02554c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05643,,MAM00961c + MAM02039c + MAM02555c + MAM02630c  -> MAM00957c + 2 MAM02040c + MAM02554c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05644,,MAM00968c + MAM02039c + MAM02555c + MAM02630c  -> MAM00963c + MAM02040c + MAM02554c ,ENSG00000103064 or ENSG00000105281 or ENSG00000115902,
Transport reactions,MAR05645,,MAM00963c + MAM02039c + MAM02555c + MAM02630c  -> MAM00959c + 2 MAM02040c + MAM02554c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05646,,MAM00959c + MAM02039c + MAM02555c + MAM02630c  -> MAM00955c + MAM02040c + MAM02554c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05647,,MAM00957c + MAM02039c + MAM02555c + MAM02630c  -> MAM00953c + MAM02040c + MAM02554c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05648,,MAM00343c + MAM02040c  -> MAM00341c + MAM01597c + MAM02039c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05649,,MAM03272e  -> ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05650,,MAM00114c + MAM01371c + MAM01597c  <=> MAM00113c + MAM01334c + MAM02759c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05651,,MAM01334c + MAM02039c + MAM02774c  <=> MAM01597c + MAM02775c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05652,,MAM01371c + MAM02039c + MAM02772c  -> MAM02759c + MAM02775c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05653,,MAM02039c + MAM02553c + MAM02630c + MAM02941c  -> MAM00057c + 2 MAM02040c + MAM02552c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05654,,MAM01371c + MAM01975c + MAM02040c + MAM03130c  -> MAM01285c + MAM01623c + MAM01974c + 2 MAM02039c + MAM02751c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05655,,MAM00093c + MAM02040c  -> MAM00094c + MAM01597c + MAM02039c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05656,,3 MAM02630c + MAM02804c  -> 3 MAM02041c + MAM02803c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05657,,MAM03045e  -> ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05658,,MAM01253e + MAM02039e  -> MAM01253c + MAM02039c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05659,,MAM00101c + MAM02040c  -> MAM01597c + MAM02039c + MAM02457c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05660,,MAM03935e  -> ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05661,,MAM02040c + MAM03934c  -> MAM02039c + MAM03935c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05662,,MAM01371c + MAM02040c + MAM03935c  -> MAM01285c + MAM02039c + MAM02751c + MAM03935e ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05663,,MAM02026c + MAM02046c + MAM02785e  -> MAM02026e + MAM02046e + MAM02785c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05664,,MAM00104e  -> ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05665,,MAM01983c  <=> MAM01983m ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05666,,MAM01371m + MAM01983m  -> MAM01285m + MAM02039m + MAM02914m ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05667,,MAM02040c + MAM02994c  <=> MAM02995c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05668,,MAM00293c + MAM01371c + MAM02040c  -> MAM01285c + MAM02039c + MAM02751c + MAM00293e ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05669,,MAM00293e  -> ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05670,,MAM02794r  -> MAM02994r ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05671,,MAM02994c  <=> MAM02994r ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05672,,MAM00293c + MAM02039c + MAM02553c  <=> MAM02552c + MAM02995c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05673,,MAM00508c + MAM01371c  -> MAM01285c + MAM02039c + MAM10006c ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05674,,MAM02648e  -> ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05675,,MAM01371c + MAM02040c + MAM10026c  -> MAM01285c + MAM02039c + MAM02751c + MAM10026e ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05676,,MAM01371c + MAM02040c + MAM10034c  -> MAM01285c + MAM02039c + MAM02751c + MAM10034e ,ENSG00000103064 or ENSG00000103257,
Transport reactions,MAR05680,,MAM02961c + MAM10039c  -> MAM01597c + MAM02039c + MAM10034c ,ENSG00000103064,
Transport reactions,MAR05681,,MAM10034e  -> ,ENSG00000103064,
Transport reactions,MAR05682,,MAM02961c + MAM10038c  -> MAM01597c + MAM02039c + MAM10026c ,ENSG00000103064,
Transport reactions,MAR05708,,MAM10026e  -> ,ENSG00000103064 or ENSG00000105281 or ENSG00000115902,
Transport reactions,MAR05709,,MAM01597m + MAM01697m + MAM01802m + MAM02040m + MAM02552m  -> MAM01261m + MAM01803m + MAM01934m + MAM02039m + MAM02553m ,ENSG00000103064 or ENSG00000105281 or ENSG00000115902,
Transport reactions,MAR05710,,MAM01597m + MAM01774m  <=> MAM01697m + MAM02348m ,ENSG00000103064 or ENSG00000105281 or ENSG00000115902,
Transport reactions,MAR05711,,MAM00696m + MAM02552m  -> MAM00854m + MAM02039m + MAM02553m ,ENSG00000103064,
Transport reactions,MAR05712,,MAM01575m  -> MAM03021m ,ENSG00000103064,
Transport reactions,MAR05717,,MAM02040m + MAM03030m  -> MAM00696m ,ENSG00000103064 or ENSG00000105281 or ENSG00000115902,
Transport reactions,MAR05719,,MAM00854m + MAM01597m  -> MAM01261m + MAM01575m ,ENSG00000103064 or ENSG00000105281 or ENSG00000115902 or ENSG00000151012,
Transport reactions,MAR05725,,MAM00025x + 3 MAM01597x + 3 MAM02040x + 3 MAM02552x + 3 MAM02630x  -> 3 MAM01261x + 3 MAM02039x + 3 MAM02041x + 3 MAM02553x + MAM02647x ,ENSG00000103064,
Transport reactions,MAR05726,,MAM01363c + MAM01597c  <=> MAM01364c + MAM02348c ,ENSG00000103064,
Transport reactions,MAR05727,,MAM01584e  -> ,ENSG00000103064,
Transport reactions,MAR05734,,MAM02040c + MAM03479c  -> MAM02039c + MAM03476c ,ENSG00000103064,
Transport reactions,MAR05740,,MAM01450e + MAM02684e  -> MAM01451e + MAM00656e ,ENSG00000103064,
Transport reactions,MAR05742,,MAM00656e  -> ,ENSG00000103064,
Transport reactions,MAR05752,,MAM01451e  -> ,ENSG00000103064,
Transport reactions,MAR05755,,MAM01758e  -> ,ENSG00000103064 or ENSG00000105281,
Transport reactions,MAR05756,,MAM01758c  -> MAM01758e ,ENSG00000103064,
Transport reactions,MAR05757,,MAM01758c + MAM02039c + MAM02555c  <=> MAM02554c + MAM03155c ,ENSG00000103064,
Transport reactions,MAR05759,,MAM01371c + MAM01435c + MAM02040c  -> MAM01285c + MAM01435e + MAM02039c + MAM02751c ,ENSG00000103064,
Transport reactions,MAR05763,,MAM01435e  -> ,ENSG00000103064,
Transport reactions,MAR05764,,MAM01597c + MAM03049c  <=> MAM02348c + MAM03050c ,ENSG00000103064 or ENSG00000105281,
Transport reactions,MAR05783,,MAM01597m + MAM03049m  <=> MAM02348m + MAM03050m ,ENSG00000103064 or ENSG00000105281 or ENSG00000115902,
Transport reactions,MAR05785,,MAM02348c + MAM03049m  <=> MAM02348m + MAM03049c ,ENSG00000103064 or ENSG00000105281 or ENSG00000115902,
Transport reactions,MAR05790,,MAM01238e  -> ,ENSG00000103064 or ENSG00000105281 or ENSG00000115902,
Transport reactions,MAR05797,,MAM02026c + MAM02046c + MAM02963e  -> MAM02026e + MAM02046e + MAM02963c ,ENSG00000103064,
Transport reactions,MAR05800,,MAM01988e + MAM02026c + MAM02046c  -> MAM01988c + MAM02026e + MAM02046e ,ENSG00000103064,
Transport reactions,MAR05801,,MAM01802m + MAM02040m + MAM02345m  -> MAM00174m + MAM01803m ,ENSG00000103064,
Transport reactions,MAR05802,,MAM02990c + MAM03130c  -> MAM01756c + MAM02040c + MAM02666c ,ENSG00000103064,
Transport reactions,MAR05810,,MAM01934c + MAM02040c  -> MAM01597c + MAM01932c + MAM02039c ,ENSG00000103064,
Transport reactions,MAR05812,,MAM03934e  -> ,ENSG00000103064,
Transport reactions,MAR05815,,MAM01830e + MAM02946c  -> MAM01830c + MAM02946e ,ENSG00000103064,
Transport reactions,MAR05816,,MAM01597m + MAM01802m + MAM02040m + MAM02552m + MAM03650m  -> MAM01261m + MAM01803m + MAM02039m + MAM02553m + MAM03978m ,ENSG00000103064,
Transport reactions,MAR05817,,MAM01597m + MAM01802m + MAM02040m + MAM02391m + MAM02552m  -> MAM01261m + MAM01803m + MAM02039m + MAM02553m + MAM03650m ,ENSG00000103064,
Transport reactions,MAR05825,,MAM02040c + MAM03179c  -> MAM02039c + MAM03177c ,ENSG00000103064,
Transport reactions,MAR05827,,MAM03179e  -> ,ENSG00000103064,
Transport reactions,MAR05829,,MAM03177e  -> ,ENSG00000103064,
Transport reactions,MAR05832,,MAM00108r + MAM02348r  <=> MAM00107r + MAM01597r ,ENSG00000103064,
Transport reactions,MAR05834,,MAM02348c + MAM02940r  <=> MAM02348r + MAM02940c ,ENSG00000103064,
Transport reactions,MAR05835,,MAM01597r + MAM02940r  <=> MAM02348r + MAM02941r ,ENSG00000103064,
Transport reactions,MAR05836,,MAM00107c + MAM02348r  <=> MAM00107r + MAM02348c ,ENSG00000103064,
Transport reactions,MAR05837,,MAM01696e  -> ,ENSG00000103064,
Transport reactions,MAR05839,,MAM00893m + MAM01597m  -> MAM01191m + MAM01261m ,ENSG00000103064,
Transport reactions,MAR05840,,MAM02040c + MAM02950c  -> MAM01435c + MAM02039c + MAM02946c ,ENSG00000103064,
Transport reactions,MAR05841,,MAM01371c + MAM02927c  -> MAM01285c + MAM02039c + MAM02928c ,ENSG00000103064,
Transport reactions,MAR05849,,MAM02950e  -> ,ENSG00000103064,
Transport reactions,MAR05857,,MAM00003e  -> ,ENSG00000103064,
Transport reactions,MAR05859,,MAM00172x + MAM02552x  -> MAM00849x + MAM02039x + MAM02553x ,ENSG00000103064,
Transport reactions,MAR05860,,MAM00849x + MAM01597x  -> MAM01141x + MAM01261x ,ENSG00000103064,
Transport reactions,MAR05861,,MAM01191x + MAM02630x  -> MAM02041x + MAM03019x ,ENSG00000103064,
Transport reactions,MAR05862,,MAM01141x + MAM02630x  -> MAM02041x + MAM03022x ,ENSG00000103064,
Transport reactions,MAR05864,,MAM02040x + MAM03019x  -> MAM00172x ,ENSG00000103064,
Transport reactions,MAR05867,,MAM00885x + MAM01597x  -> MAM00088x + MAM01261x ,ENSG00000103064,
Transport reactions,MAR05869,,MAM01573x + MAM02552x  -> MAM00885x + MAM02039x + MAM02553x ,ENSG00000103064,
Transport reactions,MAR05870,,MAM02040x + MAM03022x  -> MAM01573x ,ENSG00000103064,
Transport reactions,MAR05871,,MAM00157c + MAM01833e  -> MAM00157e + MAM01833c ,ENSG00000103064,
Transport reactions,MAR05872,,MAM00019c + MAM01371c + MAM01597c  <=> MAM00020c + MAM01334c + MAM02759c ,ENSG00000103064,
Transport reactions,MAR05873,,MAM02552c + MAM03155c  -> MAM01759c + MAM02039c + MAM02553c ,ENSG00000103064 or ENSG00000155465 or ENSG00000168003,
Transport reactions,MAR05874,,MAM02040c + MAM03736c  -> MAM02039c + MAM03737c ,ENSG00000103064,
Transport reactions,MAR05875,,MAM01371c + MAM02040c + MAM03737c  -> MAM01285c + MAM02039c + MAM02751c + MAM03737e ,ENSG00000103064,
Transport reactions,MAR05876,,MAM03737e  -> ,ENSG00000103064,
Transport reactions,MAR05877,,MAM02040c + MAM02682c  -> MAM01283c + MAM02751c ,ENSG00000103064,
Transport reactions,MAR05879,,MAM01371c + MAM02040c + MAM02519e + MAM02680e  -> MAM01285c + MAM02039c + MAM02519c + MAM02680c + MAM02751c ,ENSG00000103064,
Transport reactions,MAR05882,,MAM01597m + MAM01802m + MAM02040m + MAM02552m + MAM03791m  -> MAM01261m + MAM01803m + MAM02039m + MAM02553m + MAM02677m ,ENSG00000103064,
Transport reactions,MAR05883,,MAM01837c + MAM02040c  -> MAM01833c + MAM02026c + MAM02039c ,ENSG00000103064,
Transport reactions,MAR05884,,MAM02040c + MAM02750c  -> MAM02039c + MAM02171c + MAM02730c ,ENSG00000103064,
Transport reactions,MAR05885,,MAM01445e + MAM02026c + MAM02046c  -> MAM01445c + MAM02026e + MAM02046e ,ENSG00000103064,
Transport reactions,MAR05886,,MAM01253c + MAM01371c + MAM01597c  -> MAM01255c + MAM01334c + MAM02759c ,ENSG00000103064,
Transport reactions,MAR05887,,MAM00309e  -> ,ENSG00000103064,
Transport reactions,MAR05889,,MAM01285c + MAM01680c  <=> MAM01371c + MAM01686c ,ENSG00000103064,
Transport reactions,MAR05894,,MAM01371r + MAM01597r + 8 MAM02039r + MAM02939r  -> MAM01334r + MAM02759r + MAM02941r ,ENSG00000103064,
Transport reactions,MAR05897,,MAM02040e + MAM03106e  -> MAM02039e + MAM02751e + MAM03114e ,ENSG00000103064,
Transport reactions,MAR05899,,MAM02360e + MAM02519e + MAM03089c  -> MAM02360c + MAM02519c + MAM03089e ,ENSG00000103064,
Transport reactions,MAR05900,,MAM02039c + MAM02555c + MAM03007c  -> MAM00009c + MAM02554c ,ENSG00000103064,
Transport reactions,MAR05901,,MAM02039c + MAM02391c + MAM02444c  -> MAM00870c + MAM01596c + MAM01597c ,ENSG00000103064,
Transport reactions,MAR05902,,MAM00870c + MAM02039c + MAM02555c  -> MAM00087c + MAM02554c ,ENSG00000103064,
Transport reactions,MAR05904,,MAM00087c  -> MAM02040c + MAM03007c ,ENSG00000103064,
Transport reactions,MAR05905,,2 MAM02519e + MAM02680e  -> 2 MAM02519c + MAM02680c ,ENSG00000103064,
Transport reactions,MAR05906,,MAM00509c + MAM02040c  -> MAM01983c + MAM02039c + MAM10005c ,ENSG00000103064,
Transport reactions,MAR05987,,MAM00135e  -> ,ENSG00000018280 or ENSG00000110911 or ENSG00000138449,
Transport reactions,MAR05989,,MAM00110x + MAM01597x + MAM02040x + MAM02552x + MAM02630x  -> MAM00093x + MAM01261x + MAM02039x + MAM02041x + MAM02553x ,ENSG00000103064 or ENSG00000104635 or ENSG00000110911 or ENSG00000138821 or ENSG00000139540 or ENSG00000141424 or ENSG00000141873 or ENSG00000143570 or ENSG00000147804 or ENSG00000165794 or ENSG00000196950,
Transport reactions,MAR05990,,MAM00132c + MAM01371c + MAM01597c  <=> MAM00131c + MAM01334c + MAM02759c ,ENSG00000113504 or ENSG00000124067 or ENSG00000124140 or ENSG00000140199,
Transport reactions,MAR05992,,MAM10025e  -> ,ENSG00000158296,
Transport reactions,MAR05994,,MAM01371m + MAM02679m  -> MAM01285m + MAM02039m + MAM02741m ,ENSG00000007216 or ENSG00000141485,
Transport reactions,MAR05995,,MAM02679c  <=> MAM02679m ,ENSG00000007216,
Transport reactions,MAR05996,,MAM01371m + MAM01756c  -> MAM01371c + MAM01756m ,ENSG00000103064 or ENSG00000158296,
Transport reactions,MAR05998,,MAM01923c + MAM03109c  -> MAM01924c + MAM03106c ,ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190,
Transport reactions,MAR06002,,MAM01924c + MAM02040c  <=> MAM01923c + MAM01973c + MAM02039c ,ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190,
Transport reactions,MAR06003,,MAM01285e + MAM02040e  -> MAM01334e + MAM02039e + MAM02751e ,ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190,
Transport reactions,MAR06005,,MAM00504c + MAM02040c  -> MAM01983c + MAM02039c + MAM10005c ,ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190,
Transport reactions,MAR06006,,MAM02040m + MAM02774m  -> MAM01597m + MAM02039m + MAM02772m ,ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190,
Transport reactions,MAR06007,,MAM02039c + MAM02623c  -> MAM01596c + MAM02679c ,ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190,
Transport reactions,MAR06008,,MAM00639c + MAM02037c  <=> MAM01669c + MAM02751c ,ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190,
Transport reactions,MAR06009,,MAM01505r + MAM02040r  -> MAM01450r + MAM02039r + MAM02675r ,ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190,
Transport reactions,MAR06010,,MAM02794c  -> MAM02786c ,ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190,
Transport reactions,MAR06011,,MAM02040e + MAM01828e  -> MAM02751e + MAM02842e ,ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190,
Transport reactions,MAR06012,,MAM01828e  -> ,ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190,
Transport reactions,MAR06013,,MAM02996e  -> ,ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190,
Transport reactions,MAR06014,,MAM00234e  -> ,ENSG00000100156 or ENSG00000108932 or ENSG00000118596 or ENSG00000141526 or ENSG00000155380 or ENSG00000168679 or ENSG00000170190,
